test,train
0.538781163434903,0.6195313401823849
0.5535549399815328,0.6153757358882604
0.5521698984302862,0.6288814498441648
0.5637119113573407,0.6296894840124668
0.5512465373961218,0.6212628419716034
0.5646352723915051,0.6296894840124668
0.5706371191135734,0.6299203509176959
0.5678670360110804,0.6270345146023317
0.569713758079409,0.6281888491284774
0.566943674976916,0.6238023779291239
0.5646352723915051,0.6224171764977491
0.5743305632502308,0.6217245757820616
0.569713758079409,0.6139905344568856
0.5729455216989843,0.6158374696987187
0.5655586334256695,0.6166455038670207
0.5724838411819021,0.614683135172573
0.5706371191135734,0.6147985686251876
0.564173591874423,0.6149140020778021
0.5604801477377654,0.6111046981415215
0.564173591874423,0.6116818654045942
0.5623268698060941,0.60879602908923
0.561865189289012,0.6081034283735427
0.5549399815327793,0.6042941244372619
0.556786703601108,0.6027934895532725
0.5512465373961218,0.6024471891954288
0.5530932594644506,0.601870021932356
0.551708217913204,0.5970218169225442
0.5424746075715605,0.5973681172803879
0.5466297322253001,0.5948285813228674
0.543859649122807,0.591711878102274
0.5466297322253001,0.5914810111970449
0.5429362880886427,0.5900958097656701
0.5466297322253001,0.5880180076186079
0.5470914127423823,0.5896340759552118
0.5466297322253001,0.5859402054715457
0.5507848568790397,0.588248874523837
0.5512465373961218,0.5887106083342952
0.5512465373961218,0.5868636730924622
0.5512465373961218,0.5809765670091193
0.5480147737765466,0.5832852360614106
0.5512465373961218,0.5829389357035669
0.548938134810711,0.5820154680826504
0.548938134810711,0.578898764862057
0.5493998153277931,0.5784370310515987
0.5507848568790397,0.5779752972411405
0.5503231763619575,0.579706799030359
0.5512465373961218,0.576243795451922
0.5503231763619575,0.5755511947362345
0.5521698984302862,0.5745122936627034
0.0,0.0
